0,0.785398163397448
0.1,0.784352443076281
0.2,0.741402496890054
0.3,0.67559317075615
0.4,0.600194824665454
0.5,0.522360641541596
0.6,0.445805286883947
0.7,0.372604494424146
0.8,0.304078704167538
0.9,0.241187350495612
1,0.184660471595261
1.1,0.134362065240968
1.2,0.0903373874364246
1.3,0.0531135338205863
1.4,0.0229066823537388
1.5,-0.000530576678030463
1.6,-0.0180853318705628
1.7,-0.0306633369057135
1.8,-0.0390861338378804
1.9,-0.0440809348225674
2,-0.0463029060415729
2.1,-0.0463490239520999
2.2,-0.0447557856449533
2.3,-0.0419911299702892
2.4,-0.0384496577330278
2.5,-0.0344537698762345
2.6,-0.0302593269225027
2.7,-0.0260635235888938
2.8,-0.022013265000797
2.9,-0.0182131540390843
