0,0.00159445
0.1,0.0021093
0.2,0.0021434
0.3,0.0021491
0.4,0.0021844
0.5,0.0021639
0.6,0.00204795
0.7,0.0020635
0.8,0.0020196
0.9,0.00209445
1,0.0020657
1.1,0.00197715
1.2,0.0019875
1.3,0.0020997
1.4,0.00202845
1.5,0.0019882
1.6,0.00190725
1.7,0.0018639
1.8,0.00187205
1.9,0.0017623
2,0.00179465
2.1,0.0016502
2.2,0.00162655
2.3,0.0016365
2.4,0.0017149
2.5,0.0018164
2.6,0.00199295
2.7,0.0020891
2.8,0.0020262
2.9,0.00202765
3,0.0019779
3.1,0.00202825
3.2,0.00074585
3.3,0.00060725
3.4,0.0005313
3.5,0.00040285
3.6,0.00031805
3.7,0.0002424
3.8,0.0001755
3.9,0.0001041
4,0.00225845
4.1,0.00214045
4.2,0.0019841
4.3,0.0019089
4.4,0.0007366
4.5,0.000635
4.6,0.00055725
4.7,0.0004609
4.8,0.000419
4.9,0.00036165
5,0.0003005
5.1,0.00021995
5.2,0.0001576
5.3,9.495e-05
5.4,4e-06
5.5,2.9e-06
5.6,2.6e-06
5.7,2.4e-06
5.8,2.4e-06
5.9,2.4e-06
5.99999999999999,2.3e-06
6.09999999999999,2.5e-06
6.19999999999999,2.4e-06
6.29999999999999,2.3e-06
6.39999999999999,2.4e-06
6.49999999999999,2.4e-06
6.59999999999999,2.4e-06
6.69999999999999,2.4e-06
6.79999999999999,2.4e-06
6.89999999999999,2.4e-06
6.99999999999999,2.4e-06
7.09999999999999,2.4e-06
7.19999999999999,2.4e-06
7.29999999999999,2.4e-06
7.39999999999999,2.3e-06
7.49999999999999,2.4e-06
7.59999999999999,2.35e-06
7.69999999999999,2.3e-06
7.79999999999999,2.3e-06
7.89999999999999,2.3e-06
7.99999999999999,2.3e-06
