0,136.220091409016
0.1,152.010727581095
0.2,159.206114807981
0.3,161.300171453894
0.4,162.106921361072
0.5,163.961294375868
0.6,167.456929288145
0.7,172.18411702558
0.8,177.470381557046
0.9,182.76509033387
1,187.718609473435
1.1,192.125277442737
1.2,195.860632565324
1.3,198.853215909533
1.4,201.082255790624
1.5,202.590021624862
1.6,203.49452138193
1.7,203.970166923927
1.8,204.171587604084
1.9,204.148562434258
2,203.874669747807
2.1,203.429554422305
2.2,203.115538458847
2.3,203.231906338129
2.4,203.705906652598
2.5,204.120847588669
2.6,204.154825637863
2.7,203.851841918363
2.8,203.420595984443
2.9,202.883531343796
3,201.99061546638
3.1,200.420572455836
3.2,198.012505540152
3.3,194.837412120569
3.4,191.127763779684
3.5,187.177349548505
3.6,183.273114393538
3.7,173.827823121059
3.8,171.001333559979
3.9,171.770756430057
4,176.510750374026
4.1,174.258009787556
4.2,173.107824916488
4.3,175.547581457841
4.4,168.09584277612
4.5,168.556811605618
4.6,168.864381542106
4.7,169.003480619567
4.8,168.992443061163
4.9,168.85255196942
5,168.61220033023
5.1,168.312765921597
5.2,168.005544353209
5.3,167.74171115248
5.4,167.56121010389
5.5,167.485497360107
5.6,167.516138371362
5.7,170.65142058217
5.8,166.267892382879
5.9,167.065507810982
5.99999999999999,167.738143934477
6.09999999999999,168.270236507513
6.19999999999999,168.668630961092
6.29999999999999,168.953426227548
6.39999999999999,169.14978349695
6.49999999999999,169.282502351135
6.59999999999999,169.373195059884
6.69999999999999,169.439239996523
6.79999999999999,169.493719437549
6.89999999999999,169.545797665056
6.99999999999999,169.601248021898
7.09999999999999,169.663011993065
7.19999999999999,169.731762032218
7.29999999999999,169.806465730611
7.39999999999999,169.88494225747
7.49999999999999,169.964387658651
7.59999999999999,170.041837905904
7.69999999999999,170.11454164339
7.79999999999999,170.180225782763
7.89999999999999,170.237251336665
7.99999999999999,170.284669603266
8.09999999999999,170.322197440249
8.19999999999999,170.35013431231
8.29999999999999,170.369243806358
